rxn_smiles,dE0,dHrxn298
C/N=C/NC=O>>C=NCNC=O,80.22594000000002,10.83847
C=NCNC=O>>C/N=C/NC=O,69.38747000000001,-10.83847
C/N=C/NC=O>>CN/C=N/C=O,44.29001,4.8212199999999985
CN/C=N/C=O>>C/N=C/NC=O,39.468790000000006,-4.8212199999999985
C/N=C/NC=O>>C/N=C/N=C/O,45.24489000000001,13.2953
C/N=C/N=C/O>>C/N=C/NC=O,31.94959000000001,-13.2953
C/N=C/NC=O>>C=N[C@@H]1N[C@@H]1O,86.12677,38.64314
C=N[C@@H]1N[C@@H]1O>>C/N=C/NC=O,47.48362999999999,-38.64314
COCCC#N>>C=C=NCOC,75.54618,28.32436
C=C=NCOC>>COCCC#N,47.22182000000001,-28.32436
COCCC#N>>C=CC#N.CO,58.85652,14.92414
C=CC#N.CO>>COCCC#N,43.93238,-14.92414
COCCC#N>>[C-]#[N+]CCOC,59.73369,22.58292
[C-]#[N+]CCOC>>COCCC#N,37.15077,-22.58292
COCCC#N>>C=C=NC.C=O,91.18199,36.43087
C=C=NC.C=O>>COCCC#N,54.75111999999999,-36.43087
COCCC#N>>C#N.C=COC,84.3233,24.59664
C#N.C=COC>>COCCC#N,59.726659999999995,-24.59664
COCC=O>>CO[C@H]1CO1,66.42035,15.84489
CO[C@H]1CO1>>COCC=O,50.57546,-15.84489
COCC=O>>C=[O+]C=C[O-].[H][H],74.59470999999998,68.63977
C=[O+]C=C[O-].[H][H]>>COCC=O,5.9549399999999935,-68.63977
COCC=O>>[CH-]=[O+]COC,100.69992,57.86365
[CH-]=[O+]COC>>COCC=O,42.83626999999999,-57.86365
COCC=O>>C=COOC,87.96627,59.62014
C=COOC>>COCC=O,28.346129999999995,-59.62014
COCC=O>>C=CO.C=O,56.80752,11.83209
C=CO.C=O>>COCC=O,44.97543,-11.83209
COCC=O>>[CH2+][C@@H]([O-])CO,86.59683000000003,76.39789
[CH2+][C@@H]([O-])CO>>COCC=O,10.19894000000001,-76.39789
CC(C)CC#N>>[C-]#[N+]CC(C)C,59.30894,22.08586
[C-]#[N+]CC(C)C>>CC(C)CC#N,37.22308,-22.08586
CC(C)CC#N>>C1=NC1.C=CC,99.96469,68.94094
C1=NC1.C=CC>>CC(C)CC#N,31.02375000000001,-68.94094
CC(C)CC#N>>CCC1=N[C@@H]1C,148.02635,38.21026
CCC1=N[C@@H]1C>>CC(C)CC#N,109.81608999999999,-38.21026
CC(C)CC#N>>C=C=NCCC,99.14967,32.47638
C=C=NCCC>>CC(C)CC#N,66.67329000000001,-32.47638
CC(C)CC#N>>CC(C)C=C=N,91.99066,26.35758
CC(C)C=C=N>>CC(C)CC#N,65.63307999999999,-26.35758
CC(C)CC#N>>C=C=N.C=CC,68.38353000000001,48.12894
C=C=N.C=CC>>CC(C)CC#N,20.254590000000007,-48.12894
CC(C)CC#N>>[H]N=C1CC(C)C1,101.62226,22.56812
[H]N=C1CC(C)C1>>CC(C)CC#N,79.05413999999998,-22.56812
CC(C)CC#N>>C[C@@H]1C[C]NC1,91.6563,41.91194
C[C@@H]1C[C]NC1>>CC(C)CC#N,49.74436,-41.91194
CC(C)CC#N>>CC(C)=CC#N.[H][H],100.00654,24.83513
CC(C)=CC#N.[H][H]>>CC(C)CC#N,75.17141000000002,-24.83513
CCCC=O>>[CH-]=[O+]CCC,113.08191,64.37595999999999
[CH-]=[O+]CCC>>CCCC=O,48.705950000000016,-64.37595999999999
CCCC=O>>C=CC.C=O,75.45451,28.39025
C=CC.C=O>>CCCC=O,47.06426,-28.39025
CCCC=O>>C=C.C=CO,58.89712,32.840959999999995
C=C.C=CO>>CCCC=O,26.056160000000002,-32.840959999999995
CCCC=O>>C.C=CC=O,95.23448,18.67916
C.C=CC=O>>CCCC=O,76.55532000000002,-18.67916
CCCC=O>>CCC.[C-]#[O+],83.59612,-1.54731
CCC.[C-]#[O+]>>CCCC=O,85.14343000000001,1.54731
CCCC=O>>C=COCC,89.5795,17.802629999999994
C=COCC>>CCCC=O,71.77687,-17.802629999999994
CCCC=O>>CC/C=C\O,71.02608000000002,9.28409
CC/C=C\O>>CCCC=O,61.74199000000001,-9.28409
CCCC=O>>C[C@H]1C[C@H]1O,79.21441999999998,19.84288
C[C@H]1C[C@H]1O>>CCCC=O,59.37154,-19.84288
Nc1c[nH]cn1>>NC1=NC=NC1,44.07153,4.29724
NC1=NC=NC1>>Nc1c[nH]cn1,39.77428999999999,-4.29724
Nc1c[nH]cn1>>[H]/N=C/[C@@H]1N=C1N,103.42911,44.78111
[H]/N=C/[C@@H]1N=C1N>>Nc1c[nH]cn1,58.648,-44.78111
Nc1c[nH]cn1>>[H]/N=C1/CNC=N1,74.2526,9.1189
[H]/N=C1/CNC=N1>>Nc1c[nH]cn1,65.1337,-9.1189
Nc1c[nH]cn1>>[H]/N=C/[C@]1(N)C=N1,98.794,54.40428000000001
[H]/N=C/[C@]1(N)C=N1>>Nc1c[nH]cn1,44.38971999999999,-54.40428000000001
Nc1c[nH]cn1>>C#N.[H]/N=C/[C]N,84.32625,70.96569000000002
C#N.[H]/N=C/[C]N>>Nc1c[nH]cn1,13.360559999999992,-70.96569000000002
Nc1c[nH]cn1>>NC1=CN[C]N1,68.62703,29.01815
NC1=CN[C]N1>>Nc1c[nH]cn1,39.608880000000006,-29.01815
Nc1c[nH]cn1>>[NH3+]c1[c-][nH]cn1,74.94034,60.91066
[NH3+]c1[c-][nH]cn1>>Nc1c[nH]cn1,14.029680000000004,-60.91066
Nc1c[nH]cn1>>N=C1[CH-][NH2+]C=N1,116.19069,71.32188000000002
N=C1[CH-][NH2+]C=N1>>Nc1c[nH]cn1,44.86880999999998,-71.32188000000002
Nc1c[nH]cn1>>NC1=NCN=C1,42.75096,7.22228
NC1=NCN=C1>>Nc1c[nH]cn1,35.52868,-7.22228
Nc1c[nH]cn1>>[NH-]c1c[nH+]c[nH]1,60.51886,31.269340000000003
[NH-]c1c[nH+]c[nH]1>>Nc1c[nH]cn1,29.249519999999997,-31.269340000000003
Nc1c[nH]cn1>>[CH-]=[NH+][CH-][N+]#CN,98.11207,96.08125
[CH-]=[NH+][CH-][N+]#CN>>Nc1c[nH]cn1,2.0308199999999914,-96.08125
Nc1c[nH]cn1>>N[C@@H]1[C-]=[NH+]C=N1,61.58283,52.79216
N[C@@H]1[C-]=[NH+]C=N1>>Nc1c[nH]cn1,8.790670000000006,-52.79216
Nc1c[nH]cn1>>[H]/N=C/C(N)=[N+]=[CH-],67.14405,64.43785
[H]/N=C/C(N)=[N+]=[CH-]>>Nc1c[nH]cn1,2.7061999999999955,-64.43785
C1[C@H]2[C@H]3C[C@@H]1N23>>C1C[C@@H]2[C@@H]3[C@H]1N32,67.43646,-15.81582
C1C[C@@H]2[C@@H]3[C@H]1N32>>C1[C@H]2[C@H]3C[C@@H]1N23,83.25228,15.81582
C1[C@H]2[C@H]3C[C@@H]1N23>>[CH][C@H]1[C@H]2CCN12,87.78411,70.62531
[CH][C@H]1[C@H]2CCN12>>C1[C@H]2[C@H]3C[C@@H]1N23,17.1588,-70.62531
C1[C@H]2[C@H]3C[C@@H]1N23>>[C]1C[C@@H]2N[C@@H]2C1,64.7911,41.16294
[C]1C[C@@H]2N[C@@H]2C1>>C1[C@H]2[C@H]3C[C@@H]1N23,23.62816,-41.16294
C1[C@H]2[C@H]3C[C@@H]1N23>>C=C[C@@H]1CC=N1,48.94916,-16.84506
C=C[C@@H]1CC=N1>>C1[C@H]2[C@H]3C[C@@H]1N23,65.79422,16.84506
C1[C@H]2[C@H]3C[C@@H]1N23>>C=CC[C@@H]1C=N1,73.26969,-2.2413
C=CC[C@@H]1C=N1>>C1[C@H]2[C@H]3C[C@@H]1N23,75.51098999999998,2.2413
C1[C@H]2[C@H]3C[C@@H]1N23>>[CH]C[C@@H]1CC=N1,65.13054,58.54506
[CH]C[C@@H]1CC=N1>>C1[C@H]2[C@H]3C[C@@H]1N23,6.585479999999998,-58.54506
C1[C@H]2[C@H]3C[C@@H]1N23>>[C]1C[C@@H]2C[C@H]1N2,55.39236,46.98415
[C]1C[C@@H]2C[C@H]1N2>>C1[C@H]2[C@H]3C[C@@H]1N23,8.408209999999997,-46.98415
C1[C@H]2[C@H]3C[C@@H]1N23>>C1=CN2CC[C@@H]12,97.93085,1.87728
C1=CN2CC[C@@H]12>>C1[C@H]2[C@H]3C[C@@H]1N23,96.05357,-1.87728
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>[C]1CC[C@H]2N[C@@H]12,52.43458,17.24087
[C]1CC[C@H]2N[C@@H]12>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,35.193709999999996,-17.24087
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>C[C@@H]1C=CN=C1,57.22525,-63.77069
C[C@@H]1C=CN=C1>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,120.99593999999999,63.77069
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>[CH][C@@H]1N[C@@H]1C=C,52.71382,38.77134
[CH][C@@H]1N[C@@H]1C=C>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,13.942479999999994,-38.77134
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>[C]1NC[C@@H]2C[C@H]12,55.11052,-22.21898
[C]1NC[C@@H]2C[C@H]12>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,77.3295,22.21898
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>[CH]N[C@H]1[C@H]2C[C@H]21,59.57971,20.10023
[CH]N[C@H]1[C@H]2C[C@H]21>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,39.47948,-20.10023
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>C1=CC1[C@@H]1C=N1.[H][H],78.23057,37.4345
C1=CC1[C@@H]1C=N1.[H][H]>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,40.79607,-37.4345
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>[CH-]1[C@@H]2[C@H]3C[C@H]3[NH+]12,106.44113,38.69134
[CH-]1[C@@H]2[C@H]3C[C@H]3[NH+]12>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,67.74978999999999,-38.69134
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>[C]1N[C@H]1C1CC1,57.38544,12.49048
[C]1N[C@H]1C1CC1>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,44.89496000000001,-12.49048
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>[C]1C[C@H]1[C@@H]1CN1,63.36111999999999,47.94996
[C]1C[C@H]1[C@@H]1CN1>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,15.411159999999995,-47.94996
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>N[C@H]1[C][C@H]2C[C@@H]12,57.52873,23.22372
N[C@H]1[C][C@H]2C[C@@H]12>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,34.305009999999996,-23.22372
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>C1=C[C@@H]2N[C@@H]2C1,36.48517,-45.52082
C1=C[C@@H]2N[C@@H]2C1>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,82.00599,45.52082
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>C1=NC[C@H]2C[C@@H]12,51.09316,-54.1187
C1=NC[C@H]2C[C@@H]12>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,105.21186000000002,54.1187
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>C1=CNC=CC1,42.92067,-63.4452
C1=CNC=CC1>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,106.36587,63.4452
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12>>C[C@@H]1[C@@H]2C=N[C@@H]21,57.18288,-19.12034
C[C@@H]1[C@@H]2C=N[C@@H]21>>C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,76.30322000000002,19.12034
O=c1occo1>>C=C=O.O=C=O,60.34929,-10.63862
C=C=O.O=C=O>>O=c1occo1,70.98791,10.63862
O=c1occo1>>O=C[C@H]1OC1=O,64.01629,31.94383
O=C[C@H]1OC1=O>>O=c1occo1,32.07246,-31.94383
O=c1occo1>>O=C1OC[C-]=[O+]1,60.98093000000001,42.90668
O=C1OC[C-]=[O+]1>>O=c1occo1,18.074250000000006,-42.90668
O=c1occo1>>[C]=COC(=O)O,90.06701,78.29462
[C]=COC(=O)O>>O=c1occo1,11.77239,-78.29462
[H]/N=C1/COCO1>>C=O.[H]/N=C/C=O,79.95255,29.28612
C=O.[H]/N=C/C=O>>[H]/N=C1/COCO1,50.66643000000001,-29.28612
[H]/N=C1/COCO1>>[H]/N=C\OC[O+]=[CH-],89.13266,66.54989
[H]/N=C\OC[O+]=[CH-]>>[H]/N=C1/COCO1,22.58277,-66.54989
[H]/N=C1/COCO1>>[H]/N=C1/[C-]=[O+]CO1.[H][H],85.39112,69.47216999999999
[H]/N=C1/[C-]=[O+]CO1.[H][H]>>[H]/N=C1/COCO1,15.91895000000001,-69.47216999999999
[H]/N=C1/COCO1>>O=C1COCN1,59.65278000000001,-11.95842
O=C1COCN1>>[H]/N=C1/COCO1,71.61120000000003,11.95842
[H]/N=C1/COCO1>>N#CCOCO,64.26243000000001,5.86412
N#CCOCO>>[H]/N=C1/COCO1,58.39831000000001,-5.86412
[H]/N=C1/COCO1>>C1OC2(CN2)O1,95.50948,41.86079
C1OC2(CN2)O1>>[H]/N=C1/COCO1,53.64869000000001,-41.86079
[H]/N=C1/COCO1>>[H]/N=C(\O)C[O+]=[CH-],79.18188,61.131780000000006
[H]/N=C(\O)C[O+]=[CH-]>>[H]/N=C1/COCO1,18.0501,-61.131780000000006
[H]/N=C1/COCO1>>[H]/N=C(/CO)[O+]=[CH-],74.16939,62.87354000000001
[H]/N=C(/CO)[O+]=[CH-]>>[H]/N=C1/COCO1,11.295850000000002,-62.87354000000001
[H]/N=C1/COCO1>>NC1=COCO1,75.31924000000002,14.604029999999998
NC1=COCO1>>[H]/N=C1/COCO1,60.715210000000006,-14.604029999999998
[H]/N=C1/COCO1>>C=O.O=C1CN1,61.8599,40.83788
C=O.O=C1CN1>>[H]/N=C1/COCO1,21.022020000000005,-40.83788
N#CC(=O)C=O>>N#CC([O-])=[C+]O,82.41201,48.4905
N#CC([O-])=[C+]O>>N#CC(=O)C=O,33.92151,-48.4905
N#CC(=O)C=O>>N=C=C=O.[C-]#[O+],39.98908,35.69644
N=C=C=O.[C-]#[O+]>>N#CC(=O)C=O,4.292639999999999,-35.69644
N#CC(=O)C=O>>[C-]#[N+]C(=O)C=O,44.33302,13.38263
[C-]#[N+]C(=O)C=O>>N#CC(=O)C=O,30.950390000000002,-13.38263
N#CC(=O)C=O>>[C-]#[O+].[N-]=C=[C+]O,53.39436,41.47349000000001
[C-]#[O+].[N-]=C=[C+]O>>N#CC(=O)C=O,11.920869999999995,-41.47349000000001
N#CC(=O)C=O>>[N-]=C=C=[O+]C=O,48.25547,46.94017
[N-]=C=C=[O+]C=O>>N#CC(=O)C=O,1.3153000000000006,-46.94017
O=C1C[C@H]2O[C@@H]12>>O=C=C[C@@H]1CO1,84.10118,-2.45729
O=C=C[C@@H]1CO1>>O=C1C[C@H]2O[C@@H]12,86.55847,2.45729
O=C1C[C@H]2O[C@@H]12>>[O-]C1=[C+][C@H](O)C1,65.10837,61.78269
[O-]C1=[C+][C@H](O)C1>>O=C1C[C@H]2O[C@@H]12,3.3256799999999918,-61.78269
O=C1C[C@H]2O[C@@H]12>>[CH][C@H]1OCC1=O,102.42706,67.74647
[CH][C@H]1OCC1=O>>O=C1C[C@H]2O[C@@H]12,34.680589999999995,-67.74647
O=C1C[C@H]2O[C@@H]12>>C=C1O[C@H]1C=O,56.35166,2.75545
C=C1O[C@H]1C=O>>O=C1C[C@H]2O[C@@H]12,53.59620999999999,-2.75545
O=C1C[C@H]2O[C@@H]12>>O=C[C@H]1C=CO1,85.90795,3.17917
O=C[C@H]1C=CO1>>O=C1C[C@H]2O[C@@H]12,82.72878,-3.17917
O=C1C[C@H]2O[C@@H]12>>[O-]C1=C=[O+]CC1,62.44734,15.25077
[O-]C1=C=[O+]CC1>>O=C1C[C@H]2O[C@@H]12,47.19657,-15.25077
O=C1C[C@H]2O[C@@H]12>>CC(=O)[C@H]1[C-]=[O+]1,58.53086,23.29011
CC(=O)[C@H]1[C-]=[O+]1>>O=C1C[C@H]2O[C@@H]12,35.24074999999999,-23.29011
O=C1C[C@H]2O[C@@H]12>>[CH-]=[O+][C@@H]1CC1=O,90.49853,68.38919
[CH-]=[O+][C@@H]1CC1=O>>O=C1C[C@H]2O[C@@H]12,22.109340000000003,-68.38919
O=C1C[C@H]2O[C@@H]12>>OC1=C2O[C@@H]2C1,79.53759000000002,54.56428
OC1=C2O[C@@H]2C1>>O=C1C[C@H]2O[C@@H]12,24.973310000000005,-54.56428
O=C1C[C@H]2O[C@@H]12>>O=C1C[C][C@H]1O,63.67482,60.16903000000001
O=C1C[C][C@H]1O>>O=C1C[C@H]2O[C@@H]12,3.5057899999999904,-60.16903000000001
O=C1C[C@H]2O[C@@H]12>>C=COC=C=O,30.66696,3.50449
C=COC=C=O>>O=C1C[C@H]2O[C@@H]12,27.162469999999995,-3.50449
O=C1C[C@H]2O[C@@H]12>>OC1=C[C@H]2O[C@@H]12,79.85719,26.11609
OC1=C[C@H]2O[C@@H]12>>O=C1C[C@H]2O[C@@H]12,53.7411,-26.11609
O=C1C[C@H]2O[C@@H]12>>[O-][O+]=C1C=CC1,128.56071,79.1669
[O-][O+]=C1C=CC1>>O=C1C[C@H]2O[C@@H]12,49.393809999999995,-79.1669
O=C1C[C@H]2O[C@@H]12>>O=C[C@H]1CC1=O,48.85203,-6.922739999999999
O=C[C@H]1CC1=O>>O=C1C[C@H]2O[C@@H]12,55.77477,6.922739999999999
O=C1C[C@H]2O[C@@H]12>>O=C/C=C\C=O,84.1483,-25.30985
O=C/C=C\C=O>>O=C1C[C@H]2O[C@@H]12,109.45815,25.30985
O=C1C[C@H]2O[C@@H]12>>O=C1C[C-]=[O+]C1,57.45454,12.57922
O=C1C[C-]=[O+]C1>>O=C1C[C@H]2O[C@@H]12,44.87532,-12.57922
O=C1C[C@H]2O[C@@H]12>>[CH+]=C([O-])[C@H]1CO1,77.90454,65.80381
[CH+]=C([O-])[C@H]1CO1>>O=C1C[C@H]2O[C@@H]12,12.10073,-65.80381
c1nncnn1>>C#N.C#N.N#N,39.95493,-55.37305
C#N.C#N.N#N>>c1nncnn1,95.32798000000001,55.37305
c1nncnn1>>C#[N+][N-][CH-][N+]#N,58.986880000000006,56.10651
C#[N+][N-][CH-][N+]#N>>c1nncnn1,2.8803700000000063,-56.10651
CN1CC1>>C[NH+]1[CH-]C1,63.58988000000001,50.67344
C[NH+]1[CH-]C1>>CN1CC1,12.916440000000007,-50.67344
CN1CC1>>[CH2-][N+]1=CC1.[H][H],82.4376,69.37769
[CH2-][N+]1=CC1.[H][H]>>CN1CC1,13.059910000000002,-69.37769
CN1CC1>>C=[N+]([CH2-])C,44.72763,19.92391
C=[N+]([CH2-])C>>CN1CC1,24.803720000000002,-19.92391
[H]/N=C(/C=O)NC>>[CH2+]NC(N)=C[O-],55.80681,26.70766
[CH2+]NC(N)=C[O-]>>[H]/N=C(/C=O)NC,29.09915,-26.70766
[H]/N=C(/C=O)NC>>[CH+]=C(NC)N[O-],131.51216000000002,127.99271
[CH+]=C(NC)N[O-]>>[H]/N=C(/C=O)NC,3.5194500000000204,-127.99271
[H]/N=C(/C=O)NC>>C=O.CN=C=N,93.05683,27.741640000000004
C=O.CN=C=N>>[H]/N=C(/C=O)NC,65.31519,-27.741640000000004
[H]/N=C(/C=O)NC>>C[NH+]=[C-]NC=O,50.68719,17.92587
C[NH+]=[C-]NC=O>>[H]/N=C(/C=O)NC,32.76132,-17.92587
[H]/N=C(/C=O)NC>>C.N=C=NC=O,96.40135,9.56907
C.N=C=NC=O>>[H]/N=C(/C=O)NC,86.83228000000001,-9.56907
[H]/N=C(/C=O)NC>>CN.N#CC=O,60.67423,23.80229
CN.N#CC=O>>[H]/N=C(/C=O)NC,36.87194,-23.80229
[H]/N=C(/C=O)NC>>C=N.N=C=CO,83.49707,53.09213
C=N.N=C=CO>>[H]/N=C(/C=O)NC,30.40493999999999,-53.09213
[H]/N=C(/C=O)NC>>CNc1co[nH]1,90.63352,75.16374
CNc1co[nH]1>>[H]/N=C(/C=O)NC,15.469779999999984,-75.16374
[H]/N=C(/C=O)NC>>C=O.CNC#N,84.18222,25.817870000000006
C=O.CNC#N>>[H]/N=C(/C=O)NC,58.36435,-25.817870000000006
COC(=O)CO>>C=O.O=CCO,78.14563000000003,34.86844
C=O.O=CCO>>COC(=O)CO,43.27719000000001,-34.86844
COC(=O)CO>>C[O+]=[C-]OCO,97.29357,53.57599
