rxn_smiles,dE0,dHrxn298
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]>>[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H].[H][H],115.98983,27.34839
[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H].[H][H]>>[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],88.64143999999997,-27.34839
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]>>[H][C]C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],115.71548,93.92966
[H][C]C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H]>>[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],21.78582,-93.92966
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]>>[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],119.42386,25.24129
[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H]>>[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],94.18257,-25.24129
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]>>[H]C1([H])C([H])([H])C([H])([H])C1([H])[H].[H][C]O[H],137.06258,94.54446
[H]C1([H])C([H])([H])C([H])([H])C1([H])[H].[H][C]O[H]>>[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],42.51812,-94.54446
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]>>[H]OC([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H],102.18914,17.67782
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H]>>[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],84.51132000000001,-17.67782
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]/N=C(/[H])OC([H])([H])[H].[H]C#N,107.32878999999998,27.66135
[H]/N=C(/[H])OC([H])([H])[H].[H]C#N>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],79.66743999999998,-27.66135
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]O[C-]=[N+]([H])/C([H])=N/C([H])([H])[H],72.22379000000002,35.16605
[H]O[C-]=[N+]([H])/C([H])=N/C([H])([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],37.05774000000001,-35.16605
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]C(=O)N([H])[C-]=[N+]([H])C([H])([H])[H],70.69436,24.29205
[H]C(=O)N([H])[C-]=[N+]([H])C([H])([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],46.40231,-24.29205
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]/N=C(\[H])O/C([H])=N\C([H])([H])[H],50.38201,18.26868
[H]/N=C(\[H])O/C([H])=N\C([H])([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],32.113330000000005,-18.26868
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[C-]#[O+].[H]/N=C(\[H])N([H])C([H])([H])[H],43.51054,10.03762
[C-]#[O+].[H]/N=C(\[H])N([H])C([H])([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],33.47292,-10.03762
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]C#N.[H]C(=O)N([H])C([H])([H])[H],98.04276,9.92967
[H]C#N.[H]C(=O)N([H])C([H])([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],88.11309,-9.92967
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]N1[C@@]2([H])N(C([H])([H])[H])O[C@@]12[H],116.69467,88.90586
[H]N1[C@@]2([H])N(C([H])([H])[H])O[C@@]12[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],27.78881,-88.90586
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]C(=O)N([H])C([H])=[N+]([H])[C-]([H])[H],78.03220999999998,41.98368
[H]C(=O)N([H])C([H])=[N+]([H])[C-]([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],36.04852999999999,-41.98368
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]C(=O)N([H])C([H])([H])N=C([H])[H],80.22594000000002,10.83847
[H]C(=O)N([H])C([H])([H])N=C([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],69.38747000000001,-10.83847
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]C(=O)/N=C(\[H])N([H])C([H])([H])[H],44.29001,4.8212199999999985
[H]C(=O)/N=C(\[H])N([H])C([H])([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],39.468790000000006,-4.8212199999999985
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]O/C([H])=N/C([H])=N/C([H])([H])[H],45.24489000000001,13.2953
[H]O/C([H])=N/C([H])=N/C([H])([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],31.94959000000001,-13.2953
[H]C(=O)N([H])/C([H])=N/C([H])([H])[H]>>[H]O[C@@]1([H])N([H])[C@@]1([H])N=C([H])[H],86.12677,38.64314
[H]O[C@@]1([H])N([H])[C@@]1([H])N=C([H])[H]>>[H]C(=O)N([H])/C([H])=N/C([H])([H])[H],47.48362999999999,-38.64314
[H]C([H])([H])OC([H])([H])C([H])([H])C#N>>[H]C([H])=C=NC([H])([H])OC([H])([H])[H],75.54618,28.32436
[H]C([H])=C=NC([H])([H])OC([H])([H])[H]>>[H]C([H])([H])OC([H])([H])C([H])([H])C#N,47.22182000000001,-28.32436
[H]C([H])([H])OC([H])([H])C([H])([H])C#N>>[H]C([H])=C([H])C#N.[H]OC([H])([H])[H],58.85652,14.92414
[H]C([H])=C([H])C#N.[H]OC([H])([H])[H]>>[H]C([H])([H])OC([H])([H])C([H])([H])C#N,43.93238,-14.92414
[H]C([H])([H])OC([H])([H])C([H])([H])C#N>>[H]C([H])([H])OC([H])([H])C([H])([H])[N+]#[C-],59.73369,22.58292
[H]C([H])([H])OC([H])([H])C([H])([H])[N+]#[C-]>>[H]C([H])([H])OC([H])([H])C([H])([H])C#N,37.15077,-22.58292
[H]C([H])([H])OC([H])([H])C([H])([H])C#N>>[H]C([H])=C=NC([H])([H])[H].[H]C([H])=O,91.18199,36.43087
[H]C([H])=C=NC([H])([H])[H].[H]C([H])=O>>[H]C([H])([H])OC([H])([H])C([H])([H])C#N,54.75111999999999,-36.43087
[H]C([H])([H])OC([H])([H])C([H])([H])C#N>>[H]C#N.[H]C([H])=C([H])OC([H])([H])[H],84.3233,24.59664
[H]C#N.[H]C([H])=C([H])OC([H])([H])[H]>>[H]C([H])([H])OC([H])([H])C([H])([H])C#N,59.726659999999995,-24.59664
[H]C(=O)C([H])([H])OC([H])([H])[H]>>[H]C([H])([H])O[C@]1([H])OC1([H])[H],66.42035,15.84489
[H]C([H])([H])O[C@]1([H])OC1([H])[H]>>[H]C(=O)C([H])([H])OC([H])([H])[H],50.57546,-15.84489
[H]C(=O)C([H])([H])OC([H])([H])[H]>>[H]C([H])=[O+]C([H])=C([H])[O-].[H][H],74.59470999999998,68.63977
[H]C([H])=[O+]C([H])=C([H])[O-].[H][H]>>[H]C(=O)C([H])([H])OC([H])([H])[H],5.9549399999999935,-68.63977
[H]C(=O)C([H])([H])OC([H])([H])[H]>>[H][C-]=[O+]C([H])([H])OC([H])([H])[H],100.69992,57.86365
[H][C-]=[O+]C([H])([H])OC([H])([H])[H]>>[H]C(=O)C([H])([H])OC([H])([H])[H],42.83626999999999,-57.86365
[H]C(=O)C([H])([H])OC([H])([H])[H]>>[H]C([H])=C([H])OOC([H])([H])[H],87.96627,59.62014
[H]C([H])=C([H])OOC([H])([H])[H]>>[H]C(=O)C([H])([H])OC([H])([H])[H],28.346129999999995,-59.62014
[H]C(=O)C([H])([H])OC([H])([H])[H]>>[H]C([H])=O.[H]OC([H])=C([H])[H],56.80752,11.83209
[H]C([H])=O.[H]OC([H])=C([H])[H]>>[H]C(=O)C([H])([H])OC([H])([H])[H],44.97543,-11.83209
[H]C(=O)C([H])([H])OC([H])([H])[H]>>[H]OC([H])([H])[C@]([H])([O-])[C+]([H])[H],86.59683000000003,76.39789
[H]OC([H])([H])[C@]([H])([O-])[C+]([H])[H]>>[H]C(=O)C([H])([H])OC([H])([H])[H],10.19894000000001,-76.39789
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[N+]#[C-],59.30894,22.08586
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[N+]#[C-]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,37.22308,-22.08586
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]C([H])=C([H])C([H])([H])[H].[H]C1=NC1([H])[H],99.96469,68.94094
[H]C([H])=C([H])C([H])([H])[H].[H]C1=NC1([H])[H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,31.02375000000001,-68.94094
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]C([H])([H])C([H])([H])C1=N[C@]1([H])C([H])([H])[H],148.02635,38.21026
[H]C([H])([H])C([H])([H])C1=N[C@]1([H])C([H])([H])[H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,109.81608999999999,-38.21026
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]C([H])=C=NC([H])([H])C([H])([H])C([H])([H])[H],99.14967,32.47638
[H]C([H])=C=NC([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,66.67329000000001,-32.47638
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]N=C=C([H])C([H])(C([H])([H])[H])C([H])([H])[H],91.99066,26.35758
[H]N=C=C([H])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,65.63307999999999,-26.35758
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]C([H])=C([H])C([H])([H])[H].[H]N=C=C([H])[H],68.38353000000001,48.12894
[H]C([H])=C([H])C([H])([H])[H].[H]N=C=C([H])[H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,20.254590000000007,-48.12894
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]N=C1C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],101.62226,22.56812
[H]N=C1C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,79.05413999999998,-22.56812
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]N1[C]C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],91.6563,41.91194
[H]N1[C]C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,49.74436,-41.91194
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N>>[H]C(C#N)=C(C([H])([H])[H])C([H])([H])[H].[H][H],100.00654,24.83513
[H]C(C#N)=C(C([H])([H])[H])C([H])([H])[H].[H][H]>>[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,75.17141000000002,-24.83513
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[H][C-]=[O+]C([H])([H])C([H])([H])C([H])([H])[H],113.08191,64.37595999999999
[H][C-]=[O+]C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],48.705950000000016,-64.37595999999999
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])=C([H])C([H])([H])[H].[H]C([H])=O,75.45451,28.39025
[H]C([H])=C([H])C([H])([H])[H].[H]C([H])=O>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],47.06426,-28.39025
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])=C([H])[H].[H]OC([H])=C([H])[H],58.89712,32.840959999999995
[H]C([H])=C([H])[H].[H]OC([H])=C([H])[H]>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],26.056160000000002,-32.840959999999995
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C(=O)C([H])=C([H])[H].[H]C([H])([H])[H],95.23448,18.67916
[H]C(=O)C([H])=C([H])[H].[H]C([H])([H])[H]>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],76.55532000000002,-18.67916
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[C-]#[O+].[H]C([H])([H])C([H])([H])C([H])([H])[H],83.59612,-1.54731
[C-]#[O+].[H]C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],85.14343000000001,1.54731
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])=C([H])OC([H])([H])C([H])([H])[H],89.5795,17.802629999999994
[H]C([H])=C([H])OC([H])([H])C([H])([H])[H]>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],71.77687,-17.802629999999994
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[H]O/C([H])=C(/[H])C([H])([H])C([H])([H])[H],71.02608000000002,9.28409
[H]O/C([H])=C(/[H])C([H])([H])C([H])([H])[H]>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],61.74199000000001,-9.28409
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H]>>[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],79.21441999999998,19.84288
[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],59.37154,-19.84288
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]C1=NC([H])([H])C(N([H])[H])=N1,44.07153,4.29724
[H]C1=NC([H])([H])C(N([H])[H])=N1>>[H]c1nc(N([H])[H])c([H])n1[H],39.77428999999999,-4.29724
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]/N=C(\[H])[C@]1([H])N=C1N([H])[H],103.42911,44.78111
[H]/N=C(\[H])[C@]1([H])N=C1N([H])[H]>>[H]c1nc(N([H])[H])c([H])n1[H],58.648,-44.78111
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]/N=C1\N=C([H])N([H])C1([H])[H],74.2526,9.1189
[H]/N=C1\N=C([H])N([H])C1([H])[H]>>[H]c1nc(N([H])[H])c([H])n1[H],65.1337,-9.1189
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]/N=C(\[H])[C@@]1(N([H])[H])N=C1[H],98.794,54.40428000000001
[H]/N=C(\[H])[C@@]1(N([H])[H])N=C1[H]>>[H]c1nc(N([H])[H])c([H])n1[H],44.38971999999999,-54.40428000000001
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]/N=C(\[H])[C]N([H])[H].[H]C#N,84.32625,70.96569000000002
[H]/N=C(\[H])[C]N([H])[H].[H]C#N>>[H]c1nc(N([H])[H])c([H])n1[H],13.360559999999992,-70.96569000000002
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]C1=C(N([H])[H])N([H])[C]N1[H],68.62703,29.01815
[H]C1=C(N([H])[H])N([H])[C]N1[H]>>[H]c1nc(N([H])[H])c([H])n1[H],39.608880000000006,-29.01815
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]c1nc([N+]([H])([H])[H])[c-]n1[H],74.94034,60.91066
[H]c1nc([N+]([H])([H])[H])[c-]n1[H]>>[H]c1nc(N([H])[H])c([H])n1[H],14.029680000000004,-60.91066
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]N=C1N=C([H])[N+]([H])([H])[C-]1[H],116.19069,71.32188000000002
[H]N=C1N=C([H])[N+]([H])([H])[C-]1[H]>>[H]c1nc(N([H])[H])c([H])n1[H],44.86880999999998,-71.32188000000002
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]C1=NC([H])([H])N=C1N([H])[H],42.75096,7.22228
[H]C1=NC([H])([H])N=C1N([H])[H]>>[H]c1nc(N([H])[H])c([H])n1[H],35.52868,-7.22228
[H]c1nc(N([H])[H])c([H])n1[H]>>[H][N-]c1c([H])[n+]([H])c([H])n1[H],60.51886,31.269340000000003
[H][N-]c1c([H])[n+]([H])c([H])n1[H]>>[H]c1nc(N([H])[H])c([H])n1[H],29.249519999999997,-31.269340000000003
[H]c1nc(N([H])[H])c([H])n1[H]>>[H][C-]=[N+]([H])[C-]([H])[N+]#CN([H])[H],98.11207,96.08125
[H][C-]=[N+]([H])[C-]([H])[N+]#CN([H])[H]>>[H]c1nc(N([H])[H])c([H])n1[H],2.0308199999999914,-96.08125
[H]c1nc(N([H])[H])c([H])n1[H]>>[H]C1=N[C@]([H])(N([H])[H])[C-]=[N+]1[H],61.58283,52.79216
[H]C1=N[C@]([H])(N([H])[H])[C-]=[N+]1[H]>>[H]c1nc(N([H])[H])c([H])n1[H],8.790670000000006,-52.79216
[H]c1nc(N([H])[H])c([H])n1[H]>>[H][C-]=[N+]=C(/C([H])=N/[H])N([H])[H],67.14405,64.43785
[H][C-]=[N+]=C(/C([H])=N/[H])N([H])[H]>>[H]c1nc(N([H])[H])c([H])n1[H],2.7061999999999955,-64.43785
[H]C1([H])[C@]2([H])N3[C@@]1([H])C([H])([H])[C@@]32[H]>>[H]C1([H])C([H])([H])[C@@]2([H])N3[C@]1([H])[C@]32[H],67.43646,-15.81582
[H]C1([H])C([H])([H])[C@@]2([H])N3[C@]1([H])[C@]32[H]>>[H]C1([H])[C@]2([H])N3[C@@]1([H])C([H])([H])[C@@]32[H],83.25228,15.81582
